1651432223036.0,7170872a2304,[]
1651432223539.0,7170872a2304,[]
1651432224041.0,7170872a2304,[0.0024016492190096377]
1651432224543.0,7170872a2304,[0.0024016492190096377]
1651432225045.0,7170872a2304,[0.005743850193477059]
1651432225045.0,69a9541ef9d2,[]
1651432225547.0,7170872a2304,[0.005743850193477059]
1651432225548.0,69a9541ef9d2,[]
1651432226050.0,7170872a2304,[0.004517520196989818]
1651432226050.0,69a9541ef9d2,[0.00389456630109671]
1651432226551.0,7170872a2304,[0.004517520196989818]
1651432226552.0,69a9541ef9d2,[0.00389456630109671]
1651432227054.0,7170872a2304,[0.004517520196989818]
1651432227054.0,69a9541ef9d2,[0.004517520196989818]
1651432227556.0,7170872a2304,[0.004517520196989818]
1651432227556.0,69a9541ef9d2,[0.004517520196989818]
1651432228058.0,7170872a2304,[0.004409445551128818]
1651432228058.0,69a9541ef9d2,[0.004431060480301018]
1651432228560.0,7170872a2304,[0.004409445551128818]
1651432228560.0,69a9541ef9d2,[0.004431060480301018]
1651432229062.0,7170872a2304,[0.005188447598494909]
1651432229062.0,69a9541ef9d2,[0.004431060480301018]
1651432229564.0,7170872a2304,[0.005188447598494909]
1651432229564.0,69a9541ef9d2,[0.004431060480301018]
1651432230066.0,7170872a2304,[0.004426737494466577]
1651432230066.0,69a9541ef9d2,[0.005084695938468349]
1651432230568.0,7170872a2304,[0.004426737494466577]
1651432230568.0,69a9541ef9d2,[0.005084695938468349]
1651432231070.0,7170872a2304,[0.004648074369189911]
1651432231070.0,69a9541ef9d2,[0.004648074369189906]
1651432231572.0,7170872a2304,[0.004648074369189911]
1651432231572.0,69a9541ef9d2,[0.004648074369189906]
1651432232075.0,7170872a2304,[0.0046434494195688215]
1651432232075.0,69a9541ef9d2,[0.004422332780541735]
1651432232577.0,7170872a2304,[0.0046434494195688215]
1651432232577.0,69a9541ef9d2,[0.004422332780541735]
1651432233079.0,7170872a2304,[0.0046434494195688215]
1651432233079.0,69a9541ef9d2,[0.0046434494195688215]
1651432233582.0,7170872a2304,[0.0046434494195688215]
1651432233582.0,69a9541ef9d2,[0.0046434494195688215]
1651432234084.0,7170872a2304,[0.004426737494466582]
1651432234084.0,69a9541ef9d2,[0.004648074369189911]
1651432234586.0,7170872a2304,[0.004426737494466582]
1651432234586.0,69a9541ef9d2,[0.004648074369189911]
1651432235088.0,7170872a2304,[0.0046434494195688215]
1651432235089.0,69a9541ef9d2,[0.004422332780541735]
1651432235591.0,7170872a2304,[0.0046434494195688215]
1651432235591.0,69a9541ef9d2,[0.004422332780541735]
1651432236093.0,7170872a2304,[0.004426737494466573]
1651432236093.0,69a9541ef9d2,[0.004426737494466582]
1651432236595.0,7170872a2304,[0.004426737494466573]
1651432236595.0,69a9541ef9d2,[0.004426737494466582]
1651432237098.0,7170872a2304,[0.0046434494195688215]
1651432237098.0,69a9541ef9d2,[0.004864566058595904]
1651432237600.0,7170872a2304,[0.0046434494195688215]
1651432237600.0,69a9541ef9d2,[0.004864566058595904]
1651432238102.0,7170872a2304,[0.0046434494195688215]
1651432238102.0,69a9541ef9d2,[0.00442233278054174]
1651432238605.0,7170872a2304,[0.0046434494195688215]
1651432238605.0,69a9541ef9d2,[0.00442233278054174]
1651432239107.0,7170872a2304,[0.004648074369189906]
1651432239107.0,69a9541ef9d2,[0.004648074369189906]
1651432239609.0,7170872a2304,[0.004648074369189906]
1651432239609.0,69a9541ef9d2,[0.004648074369189906]
1651432240112.0,7170872a2304,[0.00442233278054174]
1651432240112.0,69a9541ef9d2,[0.0046434494195688215]
1651432240614.0,7170872a2304,[0.00442233278054174]
1651432240614.0,69a9541ef9d2,[0.0046434494195688215]
1651432241116.0,7170872a2304,[0.003320053120849932]
1651432241116.0,69a9541ef9d2,[0.01881363435148296]
1651432241619.0,7170872a2304,[0.003320053120849932]
1651432241619.0,69a9541ef9d2,[0.01881363435148296]
1651432242021.0,7170872a2304,[0.0019643953345610823]
1651432242021.0,69a9541ef9d2,[0.042480049109883365]
1651432242523.0,7170872a2304,[0.0019643953345610823]
1651432242523.0,69a9541ef9d2,[0.042480049109883365]
1651432243025.0,7170872a2304,[0.00110558319513543]
1651432243025.0,69a9541ef9d2,[0.03869541182974019]
1651432243527.0,7170872a2304,[0.00110558319513543]
1651432243527.0,69a9541ef9d2,[0.03869541182974019]
1651432244030.0,7170872a2304,[0.0015493581230633087]
1651432244030.0,69a9541ef9d2,[0.0376272687029659]
1651432244532.0,7170872a2304,[0.0015493581230633087]
1651432244532.0,69a9541ef9d2,[0.0376272687029659]
1651432245034.0,7170872a2304,[0.0017706949977866328]
1651432245034.0,69a9541ef9d2,[0.03740593182824261]
1651432245536.0,7170872a2304,[0.0017706949977866328]
1651432245536.0,69a9541ef9d2,[0.03740593182824261]
1651432246038.0,7170872a2304,[0.0006640106241699824]
1651432246038.0,69a9541ef9d2,[0.0376272687029659]
1651432246540.0,7170872a2304,[0.0006640106241699824]
1651432246540.0,69a9541ef9d2,[0.0376272687029659]
1651432247042.0,7170872a2304,[0.0013280212483399746]
1651432247042.0,69a9541ef9d2,[0.03541389995573262]
1651432247544.0,7170872a2304,[0.0013280212483399746]
1651432247544.0,69a9541ef9d2,[0.03541389995573262]
1651432248046.0,7170872a2304,[0.001326699834162512]
1651432248047.0,69a9541ef9d2,[0.03537866224433388]
1651432248549.0,7170872a2304,[0.001326699834162512]
1651432248549.0,69a9541ef9d2,[0.03537866224433388]
1651432249051.0,7170872a2304,[0.0013280212483399844]
1651432249051.0,69a9541ef9d2,[0.0376272687029659]
1651432249554.0,7170872a2304,[0.0013280212483399844]
1651432249554.0,69a9541ef9d2,[0.0376272687029659]
1651432250056.0,7170872a2304,[0.0008844665561083479]
1651432250056.0,69a9541ef9d2,[0.03758982863460482]
1651432250558.0,7170872a2304,[0.0008844665561083479]
1651432250558.0,69a9541ef9d2,[0.03758982863460482]
1651432251060.0,7170872a2304,[0.0006633499170812659]
1651432251060.0,69a9541ef9d2,[0.03758982863460474]
1651432251562.0,7170872a2304,[0.0006633499170812659]
1651432251563.0,69a9541ef9d2,[0.03758982863460474]
1651432252065.0,7170872a2304,[0.001549358123063289]
1651432252065.0,69a9541ef9d2,[0.03541389995573258]
1651432252567.0,7170872a2304,[0.001549358123063289]
1651432252567.0,69a9541ef9d2,[0.03541389995573258]
1651432253069.0,7170872a2304,[0.001992031872509957]
1651432253069.0,69a9541ef9d2,[0.033200531208499334]
1651432253575.0,7170872a2304,[0.001992031872509957]
1651432253575.0,69a9541ef9d2,[0.033200531208499334]
1651432254077.0,7170872a2304,[0.0011022927689594514]
1651432254077.0,69a9541ef9d2,[0.0396825396825397]
1651432254579.0,7170872a2304,[0.0011022927689594514]
1651432254580.0,69a9541ef9d2,[0.0396825396825397]
1651432255082.0,7170872a2304,[0.00044223327805416416]
1651432255082.0,69a9541ef9d2,[0.02211166390270868]
1651432255584.0,7170872a2304,[0.00044223327805416416]
1651432255584.0,69a9541ef9d2,[0.02211166390270868]
1651432256086.0,7170872a2304,[0.00110558319513543]
1651432256086.0,69a9541ef9d2,[0.039800995024875635]
1651432256589.0,7170872a2304,[0.00110558319513543]
1651432256589.0,69a9541ef9d2,[0.039800995024875635]
1651432257091.0,7170872a2304,[0.00110558319513543]
1651432257091.0,69a9541ef9d2,[0.039800995024875635]
1651432257593.0,7170872a2304,[0.0008847600088476074]
1651432257593.0,69a9541ef9d2,[0.023593600235936027]
1651432258095.0,7170872a2304,[0.0008847600088476074]
1651432258095.0,69a9541ef9d2,[0.023593600235936027]
1651432258598.0,7170872a2304,[0.0008853474988933164]
1651432258598.0,69a9541ef9d2,[0.03541389995573258]
1651432259100.0,7170872a2304,[0.0008853474988933164]
1651432259100.0,69a9541ef9d2,[0.03541389995573258]
1651432259602.0,7170872a2304,[0.0008844665561083479]
1651432259602.0,69a9541ef9d2,[0.039800995024875635]
1651432260105.0,7170872a2304,[0.0008844665561083479]
1651432260105.0,69a9541ef9d2,[0.039800995024875635]
1651432260607.0,7170872a2304,[0.0008853474988933164]
1651432260607.0,69a9541ef9d2,[0.03762726870296598]
1651432261109.0,7170872a2304,[0.0008853474988933164]
1651432261109.0,69a9541ef9d2,[0.03762726870296598]
1651432261611.0,7170872a2304,[0.00110558319513543]
1651432261611.0,69a9541ef9d2,[0.03537866224433376]
1651432262114.0,7170872a2304,[0.00110558319513543]
1651432262114.0,69a9541ef9d2,[0.03537866224433376]
1651432262616.0,7170872a2304,[0.0008853474988933164]
1651432262616.0,69a9541ef9d2,[0.03541389995573266]
1651432263020.0,7170872a2304,[]
1651432263020.0,69a9541ef9d2,[]
1651432263524.0,7170872a2304,[0.0009811135638950219]
1651432263525.0,69a9541ef9d2,[0.04169732646553846]
1651432264027.0,7170872a2304,[0.0009811135638950219]
1651432264027.0,69a9541ef9d2,[0.04169732646553846]
1651432264529.0,7170872a2304,[0.0011033873993158958]
1651432264529.0,69a9541ef9d2,[0.03972194637537233]
1651432265031.0,7170872a2304,[0.0011033873993158958]
1651432265031.0,69a9541ef9d2,[0.03972194637537233]
1651432265533.0,7170872a2304,[0.0004426737494466484]
1651432265533.0,69a9541ef9d2,[0.03762726870296598]
1651432266035.0,7170872a2304,[0.0004426737494466484]
1651432266035.0,69a9541ef9d2,[0.03762726870296598]
1651432266537.0,7170872a2304,[0.0008844665561083479]
1651432266537.0,69a9541ef9d2,[0.03537866224433392]
1651432267039.0,7170872a2304,[0.0008844665561083479]
1651432267039.0,69a9541ef9d2,[0.03537866224433392]
1651432267541.0,7170872a2304,[0.0006640106241699922]
1651432267541.0,69a9541ef9d2,[0.03984063745019914]
1651432268043.0,7170872a2304,[0.0006640106241699922]
1651432268043.0,69a9541ef9d2,[0.03984063745019914]
1651432268545.0,7170872a2304,[0.0006640106241699922]
1651432268545.0,69a9541ef9d2,[0.03541389995573266]
1651432269048.0,7170872a2304,[0.0006640106241699922]
1651432269048.0,69a9541ef9d2,[0.03541389995573266]
1651432269550.0,7170872a2304,[0.0015478164731895943]
1651432269550.0,69a9541ef9d2,[0.03316749585406302]
1651432270052.0,7170872a2304,[0.0015478164731895943]
1651432270052.0,69a9541ef9d2,[0.03316749585406302]
1651432270554.0,7170872a2304,[0.00044267374944666806]
1651432270554.0,69a9541ef9d2,[0.03762726870296582]
1651432271057.0,7170872a2304,[0.00044267374944666806]
1651432271057.0,69a9541ef9d2,[0.03762726870296582]
1651432271559.0,7170872a2304,[0.0011066843736166406]
1651432271559.0,69a9541ef9d2,[0.03762726870296598]
1651432272061.0,7170872a2304,[0.0011066843736166406]
1651432272061.0,69a9541ef9d2,[0.03762726870296598]
1651432272563.0,7170872a2304,[0.00110558319513543]
1651432272563.0,69a9541ef9d2,[0.03980099502487556]
1651432273066.0,7170872a2304,[0.00110558319513543]
1651432273066.0,69a9541ef9d2,[0.03980099502487556]
1651432273568.0,7170872a2304,[0.0008853474988933164]
1651432273568.0,69a9541ef9d2,[0.03541389995573266]
1651432274070.0,7170872a2304,[0.0008853474988933164]
1651432274070.0,69a9541ef9d2,[0.03541389995573266]
1651432274573.0,7170872a2304,[0.00044223327805418384]
1651432274573.0,69a9541ef9d2,[0.03980099502487572]
1651432275075.0,7170872a2304,[0.00044223327805418384]
1651432275075.0,69a9541ef9d2,[0.03980099502487572]
1651432275577.0,7170872a2304,[0.0006633499170812659]
1651432275577.0,69a9541ef9d2,[0.03758982863460466]
1651432276080.0,7170872a2304,[0.0006633499170812659]
1651432276080.0,69a9541ef9d2,[0.03758982863460466]
