14:24:24 f4f279ca40af 10.0 10.0
14:24:24 50d3b71cc202 10.0 10.0
14:24:24 f4f279ca40af 10.0 11.49700598802395
14:24:24 50d3b71cc202 10.0 10.0
14:24:25 f4f279ca40af 10.0 12.137244498345082
14:24:25 50d3b71cc202 10.0 10.0
14:24:25 f4f279ca40af 10.0 12.457363753505646
14:24:25 50d3b71cc202 10.0 12.931034482758621
14:24:26 f4f279ca40af 10.0 12.45736312866211
14:24:26 50d3b71cc202 10.0 12.931034088134766
14:24:26 f4f279ca40af 10.0 12.45736312866211
14:24:26 50d3b71cc202 10.0 12.931034088134766
14:24:27 f4f279ca40af 10.0 12.478154751446807
14:24:27 50d3b71cc202 10.0 12.931034088134766
14:24:27 f4f279ca40af 10.0 12.571192060322609
14:24:27 50d3b71cc202 10.0 12.931034088134766
14:24:28 f4f279ca40af 10.0 12.571191787719727
14:24:28 50d3b71cc202 10.0 12.931034088134766
14:24:28 f4f279ca40af 10.0 12.571191787719727
14:24:28 50d3b71cc202 10.0 12.931034088134766
14:24:29 f4f279ca40af 10.0 12.571191787719727
14:24:29 50d3b71cc202 10.0 12.931034088134766
14:24:29 f4f279ca40af 10.0 12.59694524098712
14:24:29 50d3b71cc202 10.0 12.931034088134766
14:24:30 f4f279ca40af 10.0 12.63233367003833
14:24:30 50d3b71cc202 10.0 12.931034088134766
14:24:30 f4f279ca40af 10.0 12.662666609225083
14:24:30 50d3b71cc202 10.0 12.931034088134766
14:24:31 f4f279ca40af 10.0 12.662666320800781
14:24:31 50d3b71cc202 10.0 12.931034088134766
14:24:31 f4f279ca40af 10.0 12.662666320800781
14:24:31 50d3b71cc202 10.0 12.931034088134766
14:24:32 f4f279ca40af 10.0 12.662666320800781
14:24:32 50d3b71cc202 10.0 12.931034088134766
14:24:32 f4f279ca40af 10.0 12.662666320800781
14:24:32 50d3b71cc202 10.0 12.931034088134766
14:24:33 f4f279ca40af 10.0 12.665631266324532
14:24:33 50d3b71cc202 10.0 12.931034088134766
14:24:33 f4f279ca40af 10.0 12.665630340576172
14:24:33 50d3b71cc202 10.0 12.931034088134766
14:24:34 f4f279ca40af 10.0 12.665630340576172
14:24:34 50d3b71cc202 10.0 12.931034088134766
14:24:34 f4f279ca40af 10.0 12.665630340576172
